[CARD]gb|ACH58989.1|ARO:3002488|LRA-9	[CARD]gb|ACH58989.1|ARO:3002488|LRA-9
[CARD]gb|ACH58989.1|ARO:3002488|LRA-9	[CARD]gb|ACH58998.1|ARO:3002486|LRA-7
[CARD]gb|BAH45481.1|ARO:3002815|clbB	[CARD]gb|BAH45481.1|ARO:3002815|clbB
[CARD]gb|CAA45050.1|ARO:3002828|srmB	[CARD]gb|CAA45050.1|ARO:3002828|srmB
[CARD]gb|AGC29882.1|ARO:3002853|arr-8	[CARD]gb|AGC29882.1|ARO:3002853|arr-8
[CARD]gb|AFO53532.1|ARO:3002883|rgt1438	[CARD]gb|AFO53532.1|ARO:3002883|rgt1438
[CARD]gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	[CARD]gb|AAA25680.1|ARO:3002595|AAC(6')-IIb
[CARD]gb|BAB38260.1|ARO:3000830|cpxA	[CARD]gb|BAB38260.1|ARO:3000830|cpxA
[CARD]gb|CAJ77856.1|ARO:3000777|adeF	[CARD]gb|CAJ77856.1|ARO:3000777|adeF
[CARD]gb|BAB41874.1|ARO:3000815|mgrA	[CARD]gb|BAB41874.1|ARO:3000815|mgrA
[CARD]gb|CAP69659.1|ARO:3003017|dfrA21	[CARD]gb|CAP69659.1|ARO:3003017|dfrA21
[CARD]gb|CAP69659.1|ARO:3003017|dfrA21	[CARD]gb|CAA90683.1|ARO:3003012|dfrA13
[CARD]gb|CAP69659.1|ARO:3003017|dfrA21	[CARD]gb|AGY30828.1|ARO:3003018|dfrA22
[CARD]gb|CAP69659.1|ARO:3003017|dfrA21	[CARD]gb|CAF31623.1|ARO:3005354|dfr22
[CARD]gb|CAP69659.1|ARO:3003017|dfrA21	[SWISSPROT]sp|Q59408|DYR13_ECOLX
[CARD]gb|AEP40500.1|ARO:3002912|vanN	[CARD]gb|AEP40500.1|ARO:3002912|vanN
[CARD]gb|ACD35503.1|ARO:3000572|tet(42)	[CARD]gb|ACD35503.1|ARO:3000572|tet(42)
[CARD]gb|AEM62948.1|ARO:3003196|tet(45)	[CARD]gb|AEM62948.1|ARO:3003196|tet(45)
[CARD]gb|ABD30512.1|ARO:3000839|arlS	[CARD]gb|ABD30512.1|ARO:3000839|arlS
[CARD]gb|ADM92606.1|ARO:3000549|adeS	[CARD]gb|ADM92606.1|ARO:3000549|adeS
[CARD]gb|AAP93847.1|ARO:3002477|LEN-14	[CARD]gb|AAP93847.1|ARO:3002477|LEN-14
[CARD]gb|AAP93847.1|ARO:3002477|LEN-14	[CARD]gb|AAP93848.1|ARO:3002476|LEN-6
[CARD]gb|BAA32493.1|ARO:3000423|FomA	[CARD]gb|BAA32493.1|ARO:3000423|FomA
[CARD]gb|ABA71732.1|ARO:3003069|vanXY_in_vanG	[CARD]gb|ABA71732.1|ARO:3003069|vanXY_in_vanG
[CARD]gb|BAA34299.1|ARO:3003034|mexX	[CARD]gb|BAA34299.1|ARO:3003034|mexX
[CARD]gb|ALX99516.1|ARO:3003811|adeC	[CARD]gb|ALX99516.1|ARO:3003811|adeC
[CARD]gb|AAD51347.1|ARO:3003067|smeS	[CARD]gb|AAD51347.1|ARO:3003067|smeS
[CARD]gb|ABX54687.1|ARO:3002910|vanL	[CARD]gb|ABX54687.1|ARO:3002910|vanL
[CARD]gb|CAB13167.1|ARO:3003064|ykkD	[CARD]gb|CAB13167.1|ARO:3003064|ykkD
[CARD]gb|CAA44667.1|ARO:3001305|ErmU	[CARD]gb|CAA44667.1|ARO:3001305|ErmU
[CARD]gb|BAP34782.1|ARO:3002008|CTX-M-151	[CARD]gb|BAP34782.1|ARO:3002008|CTX-M-151
[CARD]gb|AAY32951.1|ARO:3002837|lnuC	[CARD]gb|AAY32951.1|ARO:3002837|lnuC
[CARD]gb|AAC14693.1|ARO:3002637|APH(2'')-IVa	[CARD]gb|AAC14693.1|ARO:3002637|APH(2'')-IVa
[CARD]gb|AAC14693.1|ARO:3002637|APH(2'')-IVa	[CARD]gb|AAX38178.1|ARO:3002634|APH(2'')-Ie
[CARD]gb|AAC75135.2|ARO:3000792|mdtA	[CARD]gb|AAC75135.2|ARO:3000792|mdtA
[CARD]gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb	[CARD]gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb
[CARD]gb|AAT90846.1|ARO:3003556|SLB-1	[CARD]gb|AAT90846.1|ARO:3003556|SLB-1
[CARD]gb|CAB14620.1|ARO:3002627|aadK	[CARD]gb|CAB14620.1|ARO:3002627|aadK
[CARD]gb|AAL19306.1|ARO:3000789|mdsA	[CARD]gb|AAL19306.1|ARO:3000789|mdsA
[CARD]gb|AAA88422.1|ARO:3002530|AAC(3)-Ib	[CARD]gb|AAA88422.1|ARO:3002530|AAC(3)-Ib
[CARD]gb|AAA26684.1|ARO:3002829|vgaA	[CARD]gb|AAA26684.1|ARO:3002829|vgaA
